	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	time	2.4899102497016137	0.006388767859725055	5	0	0.029411764705882353	0.0
1	access	2.4439081788440844	0.007264561905955324	7	1	0.041176470588235294	0.004807692307692308
2	record	1.9235261737695357	0.027207001325437654	3	0	0.01764705882352941	0.0
3	unauthorized	1.9235261737695357	0.027207001325437654	3	0	0.01764705882352941	0.0
4	username	1.584923639713912	0.05649184236759428	4	1	0.023529411764705882	0.004807692307692308
5	inconvenience	1.5684626530036774	0.058386599643428405	2	0	0.011764705882352941	0.0
6	need	1.5684626530036774	0.058386599643428405	2	0	0.011764705882352941	0.0
7	person	1.5684626530036774	0.058386599643428405	2	0	0.011764705882352941	0.0
8	type	1.5684626530036774	0.058386599643428405	2	0	0.011764705882352941	0.0
9	typing	1.5684626530036774	0.058386599643428405	2	0	0.011764705882352941	0.0
10	password	1.4202076149626444	0.07777362368972414	5	2	0.029411764705882353	0.009615384615384616
11	long	1.2136119044500535	0.11244797949817958	3	1	0.01764705882352941	0.004807692307692308
12	still	1.2136119044500535	0.11244797949817958	3	1	0.01764705882352941	0.004807692307692308
13	add	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
14	advance	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
15	already	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
16	annoying	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
17	anything	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
18	big	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
19	bus	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
20	capacity	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
21	come	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
22	complication	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
23	consequence	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
24	consuming	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
25	correctly	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
26	credential	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
27	data	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
28	deal	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
29	difficult	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
30	drug	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
31	embarrassing	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
32	emergency	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
33	equipment	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
34	etc	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
35	fails	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
36	feel	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
37	getting	1.1075986853866262	0.1340175857214187	1	0	0.0058823529411764705	0.0
