	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	society	3.0689690638146603	0.0010739941653458253	15	0	0.06880733944954129	0.0
1	community	1.559339077705916	0.059458073651804014	4	0	0.01834862385321101	0.0
2	affected	1.348474357861994	0.08875293105916182	3	0	0.013761467889908258	0.0
3	low	1.348474357861994	0.08875293105916182	3	0	0.013761467889908258	0.0
4	people	1.348474357861994	0.08875293105916182	3	0	0.013761467889908258	0.0
5	anyone	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
6	around	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
7	consequence	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
8	considered	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
9	face	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
10	family	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
11	insurance	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
12	many	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
13	matter	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
14	might	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
15	mistakenly	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
16	mostly	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
17	others	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
18	still	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
19	talking	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
20	think	1.099437067082058	0.1357887350792008	2	0	0.009174311926605505	0.0
21	affect	0.8156540968200375	0.20734899992989497	4	1	0.01834862385321101	0.007633587786259542
22	actively	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
23	allowed	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
24	american	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
25	another	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
26	assuming	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
27	backcoveredetc	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
28	blame	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
29	bottom	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
30	broader	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
31	built	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
32	care	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
33	caucasian	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
34	cause	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
35	causing	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
36	claim	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
37	claimed	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
38	class	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
39	company	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
40	corporation	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
41	cost	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
42	danger	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
43	decrease	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
44	depends	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
45	devastating	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
46	drive	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
47	economic	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
48	enables	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
49	etc	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
50	even	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
51	everyone	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
52	extended	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
53	feel	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
54	finance	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
55	happen	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
56	hardly	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
57	higher	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
58	house	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
59	impacted	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
60	important	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
61	indirectly	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
62	interfere	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
63	internet	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
64	involved	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
65	jeopardized	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
66	le	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
67	light	0.7763016201324235	0.2187854583550708	1	0	0.0045871559633027525	0.0
