	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	fraudulent	2.9642610232802302	0.0015170540193938493	5	0	0.03816793893129771	0.0
1	loss	2.647568215940506	0.004053650057216124	4	0	0.030534351145038167	0.0
2	allows	2.289629673675651	0.011021396659658941	3	0	0.022900763358778626	0.0
3	payment	2.280901896896502	0.011277126343886931	6	2	0.04580152671755725	0.00881057268722467
4	caught	1.8668472868312656	0.03096145843115417	2	0	0.015267175572519083	0.0
5	income	1.8668472868312656	0.03096145843115417	2	0	0.015267175572519083	0.0
6	issue	1.8668472868312656	0.03096145843115417	2	0	0.015267175572519083	0.0
7	thing	1.8668472868312656	0.03096145843115417	2	0	0.015267175572519083	0.0
