	word	zstat	pvalue	f1_count	f2_count
0	need	3.4844822163859903	0.0002465451142886614	14	3
1	icu	2.396734153922056	0.008270960258449365	14	7
2	taken	2.063229239230828	0.019545426684240096	3	0
3	someone	1.7568703568300832	0.039469954669623795	4	1
4	still	1.6827509338248736	0.046211658568646855	2	0
5	however	1.6827509338248736	0.046211658568646855	2	0
6	back	1.6827509338248736	0.046211658568646855	2	0
7	health	1.6827509338248736	0.046211658568646855	2	0
8	available	1.6827509338248736	0.046211658568646855	2	0
9	really	1.6827509338248736	0.046211658568646855	2	0
10	lose	1.6827509338248736	0.046211658568646855	2	0
