	word	zstat	pvalue	f1_count	f2_count
0	part society	1.689991610879007	0.04551477980367525	4	0
1	hospital staff	1.689991610879007	0.04551477980367525	4	0
2	family member	1.689991610879007	0.04551477980367525	4	0
