	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	society	6.023221628822509	8.548952953823717e-10	49	0	0.054626532887402456	0.0
1	people	2.6935311562207107	0.0035349768680902503	19	3	0.021181716833890748	0.004665629860031105
2	credit	2.5474360165650523	0.005425887557593265	9	0	0.010033444816053512	0.0
3	community	2.204546366135994	0.013742971459123997	10	1	0.011148272017837236	0.0015552099533437014
4	transaction	2.204546366135994	0.013742971459123997	10	1	0.011148272017837236	0.0015552099533437014
5	consider	2.0779379305820966	0.018857538188380332	6	0	0.006688963210702341	0.0
6	part	2.0779379305820966	0.018857538188380332	6	0	0.006688963210702341	0.0
7	family	2.04278093574566	0.020537064294703474	9	1	0.010033444816053512	0.0015552099533437014
8	future	1.8962711495991842	0.028962099580154013	5	0	0.005574136008918618	0.0
9	card	1.6955242795911292	0.044988004187750265	4	0	0.004459308807134894	0.0
10	company	1.6955242795911292	0.044988004187750265	4	0	0.004459308807134894	0.0
11	even	1.6955242795911292	0.044988004187750265	4	0	0.004459308807134894	0.0
12	indirectly	1.6955242795911292	0.044988004187750265	4	0	0.004459308807134894	0.0
13	renting	1.6955242795911292	0.044988004187750265	4	0	0.004459308807134894	0.0
14	group	1.4769879848671708	0.06983942902272247	6	1	0.006688963210702341	0.0015552099533437014
15	considered	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
16	considering	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
17	fraudulent	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
18	help	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
19	impacted	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
20	living	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
21	loan	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
22	low	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
23	put	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
24	reputation	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
25	stressed	1.4678893480416815	0.07106714103628466	3	0	0.0033444816053511705	0.0
26	affected	1.3994511523001965	0.08083886838492371	8	2	0.008918617614269788	0.003110419906687403
27	think	1.3994511523001965	0.08083886838492371	8	2	0.008918617614269788	0.003110419906687403
28	person	1.3712698360773892	0.0851454275448949	10	3	0.011148272017837236	0.004665629860031105
29	affecting	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
30	allowed	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
31	always	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
32	american	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
33	answer	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
34	anybody	1.1981369324530626	0.1154318564650092	2	0	0.002229654403567447	0.0
