	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	fraudulent	4.029380785385867	2.796198387944372e-05	22	3	0.026537997587454766	0.0033444816053511705
1	allowing	3.9079724157126066	4.653696472576316e-05	14	0	0.016887816646562123	0.0
2	payment	3.155464020425475	0.000801215145032039	35	15	0.04221954161640531	0.016722408026755852
3	money	2.2966106408631184	0.010820495541483763	11	3	0.013268998793727383	0.0033444816053511705
4	cost	2.082824962597019	0.018633590666924445	4	0	0.0048250904704463205	0.0
5	crime	2.082824962597019	0.018633590666924445	4	0	0.0048250904704463205	0.0
6	issue	2.082824962597019	0.018633590666924445	4	0	0.0048250904704463205	0.0
7	loss	2.082824962597019	0.018633590666924445	4	0	0.0048250904704463205	0.0
8	potentially	1.8032558117973472	0.0356740244456085	3	0	0.0036188178528347406	0.0
9	probably	1.8032558117973472	0.0356740244456085	3	0	0.0036188178528347406	0.0
10	trouble	1.8032558117973472	0.0356740244456085	3	0	0.0036188178528347406	0.0
11	victim	1.8032558117973472	0.0356740244456085	3	0	0.0036188178528347406	0.0
12	whoever	1.8032558117973472	0.0356740244456085	3	0	0.0036188178528347406	0.0
13	away	1.7338568848800144	0.04147173974144356	5	1	0.006031363088057901	0.0011148272017837235
14	fraud	1.6666204859739133	0.0477949463727923	11	5	0.013268998793727383	0.005574136008918618
