	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	receive	2.635730434851431	0.004197819930024318	5	0	0.008695652173913044	0.0
1	support	2.4458558472029384	0.007225438283186823	17	9	0.029565217391304348	0.011306532663316583
2	someone	2.400969109880668	0.008175858386681334	19	11	0.03304347826086956	0.013819095477386936
3	icu	2.369745771410588	0.008900160087736524	35	27	0.06086956521739131	0.03391959798994975
4	need	2.2340653830409067	0.012739385658473146	34	27	0.059130434782608696	0.03391959798994975
5	extra	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
6	going	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
7	however	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
8	hurt	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
9	necessary	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
10	outcome	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
11	predicted	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
12	receiving	2.0401350518405112	0.020668438198969036	3	0	0.0052173913043478265	0.0
13	individual	2.019940556738416	0.02169477689290044	21	15	0.036521739130434785	0.018844221105527637
14	life	1.9004793257887693	0.028685122782358	6	2	0.010434782608695653	0.002512562814070352
15	admitted	1.7277941468661768	0.04201256857221473	4	1	0.006956521739130435	0.001256281407035176
16	even	1.7277941468661768	0.04201256857221473	4	1	0.006956521739130435	0.001256281407035176
17	room	1.7277941468661768	0.04201256857221473	4	1	0.006956521739130435	0.001256281407035176
18	anything	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
19	back	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
20	covered	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
21	enough	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
22	except	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
23	intensive	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
24	low	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
25	situation	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
26	still	1.6651547964311744	0.047940938383275226	2	0	0.0034782608695652175	0.0
