	word	zstat	pvalue	f1_count	f2_count	f1_prop	f2_prop
0	staff	4.0229582046096874	2.8735849152248793e-05	24	2	0.035982008995502246	0.003430531732418525
1	password	3.763819417133775	8.366887218222415e-05	16	0	0.0239880059970015	0.0
2	time	2.9683528486740376	0.0014970020986999745	10	0	0.014992503748125937	0.0
3	recognize	2.480503376902765	0.006559851053109737	7	0	0.010494752623688156	0.0
4	username	2.480503376902765	0.006559851053109737	7	0	0.010494752623688156	0.0
5	inconvenience	2.295576667819236	0.010850049054108192	6	0	0.008995502248875561	0.0
6	take	2.144296392567757	0.016004572842263674	8	1	0.01199400299850075	0.0017152658662092624
7	emergency	2.0947234442307536	0.018097791959228372	5	0	0.0074962518740629685	0.0
8	enter	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
9	extra	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
10	long	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
11	member	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
12	minute	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
13	quickly	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
14	typing	1.872825618313709	0.03054623457125681	4	0	0.005997001499250375	0.0
15	still	1.7207314530781002	0.04264978303810282	6	1	0.008995502248875561	0.0017152658662092624
