	word	zstat	pvalue	f1_count	f2_count
0	password	2.722494781374632	0.0032395528368769763	5	0
1	time	2.722494781374632	0.0032395528368769763	5	0
2	username	2.4321377669957474	0.007504998446175211	4	0
3	still	2.103759966221221	0.01769969530185031	3	0
4	long	2.103759966221221	0.01769969530185031	3	0
5	access	1.9181576572339394	0.02754551170778314	7	3
6	typing	1.715651975555431	0.043112879728723845	2	0
7	quickly	1.715651975555431	0.043112879728723845	2	0
8	take	1.715651975555431	0.043112879728723845	2	0
9	type	1.715651975555431	0.043112879728723845	2	0
10	process	1.715651975555431	0.043112879728723845	2	0
11	inconvenience	1.715651975555431	0.043112879728723845	2	0
12	staff	1.611627957317967	0.05352146159913561	6	3
13	correctly	1.2116971417855213	0.11281416681659279	1	0
14	harm	1.2116971417855213	0.11281416681659279	1	0
15	away	1.2116971417855213	0.11281416681659279	1	0
16	doctor	1.2116971417855213	0.11281416681659279	1	0
17	consequence	1.2116971417855213	0.11281416681659279	1	0
18	often	1.2116971417855213	0.11281416681659279	1	0
19	equipment	1.2116971417855213	0.11281416681659279	1	0
20	worker	1.2116971417855213	0.11281416681659279	1	0
21	quo	1.2116971417855213	0.11281416681659279	1	0
22	credential	1.2116971417855213	0.11281416681659279	1	0
23	complication	1.2116971417855213	0.11281416681659279	1	0
24	bus	1.2116971417855213	0.11281416681659279	1	0
25	annoying	1.2116971417855213	0.11281416681659279	1	0
26	identified	1.2116971417855213	0.11281416681659279	1	0
27	moment	1.2116971417855213	0.11281416681659279	1	0
28	howeve	1.2116971417855213	0.11281416681659279	1	0
29	look	1.2116971417855213	0.11281416681659279	1	0
30	capacity	1.2116971417855213	0.11281416681659279	1	0
31	deal	1.2116971417855213	0.11281416681659279	1	0
32	save	1.2116971417855213	0.11281416681659279	1	0
33	order	1.2116971417855213	0.11281416681659279	1	0
34	able	1.2116971417855213	0.11281416681659279	1	0
35	mild	1.2116971417855213	0.11281416681659279	1	0
36	etc	1.2116971417855213	0.11281416681659279	1	0
37	add	1.2116971417855213	0.11281416681659279	1	0
38	original	1.2116971417855213	0.11281416681659279	1	0
39	rejected	1.2116971417855213	0.11281416681659279	1	0
40	whatever	1.2116971417855213	0.11281416681659279	1	0
41	prevent	1.2116971417855213	0.11281416681659279	1	0
42	big	1.2116971417855213	0.11281416681659279	1	0
43	status	1.2116971417855213	0.11281416681659279	1	0
44	problem	1.2116971417855213	0.11281416681659279	1	0
45	data	1.2116971417855213	0.11281416681659279	1	0
46	restricted	1.2116971417855213	0.11281416681659279	1	0
47	enter	1.2116971417855213	0.11281416681659279	1	0
48	log	1.2116971417855213	0.11281416681659279	1	0
49	security	1.2116971417855213	0.11281416681659279	1	0
50	right	1.2116971417855213	0.11281416681659279	1	0
51	consuming	1.2116971417855213	0.11281416681659279	1	0
52	anything	1.2116971417855213	0.11281416681659279	1	0
53	sparse	1.2116971417855213	0.11281416681659279	1	0
54	hack	1.2116971417855213	0.11281416681659279	1	0
55	like	1.2116971417855213	0.11281416681659279	1	0
56	embarrassing	1.2116971417855213	0.11281416681659279	1	0
57	go	1.2116971417855213	0.11281416681659279	1	0
58	without	1.2116971417855213	0.11281416681659279	1	0
59	getting	1.2116971417855213	0.11281416681659279	1	0
60	usernamepassword	1.2116971417855213	0.11281416681659279	1	0
61	difficult	1.2116971417855213	0.11281416681659279	1	0
62	since	1.2116971417855213	0.11281416681659279	1	0
63	slow	1.2116971417855213	0.11281416681659279	1	0
64	requires	1.2116971417855213	0.11281416681659279	1	0
65	recognize	1.2116971417855213	0.11281416681659279	1	0
66	learn	1.2116971417855213	0.11281416681659279	1	0
67	fails	1.2116971417855213	0.11281416681659279	1	0
68	serious	1.2116971417855213	0.11281416681659279	1	0
69	valuable	1.2116971417855213	0.11281416681659279	1	0
70	supply	1.2116971417855213	0.11281416681659279	1	0
71	keep	1.2116971417855213	0.11281416681659279	1	0
72	watch	1.2116971417855213	0.11281416681659279	1	0
73	stuff	1.2116971417855213	0.11281416681659279	1	0
74	emergency	1.2116971417855213	0.11281416681659279	1	0
75	advance	1.2116971417855213	0.11281416681659279	1	0
76	lose	1.2116971417855213	0.11281416681659279	1	0
77	least	1.2116971417855213	0.11281416681659279	1	0
78	much	1.2116971417855213	0.11281416681659279	1	0
79	authorized	0.9237393158240436	0.1778110285373804	2	1
80	important	0.9237393158240436	0.1778110285373804	2	1
81	use	0.9237393158240436	0.1778110285373804	2	1
82	need	0.9237393158240436	0.1778110285373804	2	1
83	record	0.890004318087932	0.18673178373037164	3	2
84	unauthorized	0.890004318087932	0.18673178373037164	3	2
85	risk	0.3858210513908917	0.3498146017092117	2	2
86	member	0.3858210513908917	0.3498146017092117	2	2
87	help	0.3858210513908917	0.3498146017092117	2	2
88	drug	0.27216165877284954	0.39274886064001574	1	1
89	come	0.27216165877284954	0.39274886064001574	1	1
90	know	0.27216165877284954	0.39274886064001574	1	1
91	device	0.27216165877284954	0.39274886064001574	1	1
92	way	0.27216165877284954	0.39274886064001574	1	1
93	feel	0.27216165877284954	0.39274886064001574	1	1
94	health	0.27216165877284954	0.39274886064001574	1	1
95	schedule	0.27216165877284954	0.39274886064001574	1	1
96	already	0.27216165877284954	0.39274886064001574	1	1
97	delayed	0.27216165877284954	0.39274886064001574	1	1
98	protected	0.27216165877284954	0.39274886064001574	1	1
99	steal	0.27216165877284954	0.39274886064001574	1	1
100	might	0.27216165877284954	0.39274886064001574	1	1
101	someone	0.27216165877284954	0.39274886064001574	1	1
102	potentially	0.27216165877284954	0.39274886064001574	1	1
103	hospital	0.07829927469527988	0.4687949972012809	5	7
104	person	-0.026240913555418213	0.5104674085954574	2	3
105	could	-0.25523344549082294	0.6007285997397902	6	10
106	private	-0.25628133457313396	0.6011331955318967	1	2
107	really	-0.25628133457313396	0.6011331955318967	1	2
108	get	-0.25628133457313396	0.6011331955318967	1	2
109	people	-0.6373373064115362	0.7380474222109565	1	3
110	lost	-0.8272631088495527	0.7959560256668436	0	1
111	nonauthorized	-0.8272631088495527	0.7959560256668436	0	1
112	strong	-0.8272631088495527	0.7959560256668436	0	1
113	incredible	-0.8272631088495527	0.7959560256668436	0	1
114	sensitive	-0.8272631088495527	0.7959560256668436	0	1
115	treatment	-0.8272631088495527	0.7959560256668436	0	1
116	seek	-0.8272631088495527	0.7959560256668436	0	1
117	even	-0.8272631088495527	0.7959560256668436	0	1
118	faith	-0.8272631088495527	0.7959560256668436	0	1
119	sold	-0.8272631088495527	0.7959560256668436	0	1
120	cover	-0.8272631088495527	0.7959560256668436	0	1
121	likely	-0.8272631088495527	0.7959560256668436	0	1
122	recognized	-0.8272631088495527	0.7959560256668436	0	1
123	violated	-0.8272631088495527	0.7959560256668436	0	1
124	employee	-0.8272631088495527	0.7959560256668436	0	1
125	consists	-0.8272631088495527	0.7959560256668436	0	1
126	consumer	-0.8272631088495527	0.7959560256668436	0	1
127	however	-0.8272631088495527	0.7959560256668436	0	1
128	privacy	-0.8272631088495527	0.7959560256668436	0	1
129	presence	-0.8272631088495527	0.7959560256668436	0	1
130	user	-0.8272631088495527	0.7959560256668436	0	1
131	feasibly	-0.8272631088495527	0.7959560256668436	0	1
132	implication	-0.8272631088495527	0.7959560256668436	0	1
133	drastic	-0.8272631088495527	0.7959560256668436	0	1
134	scary	-0.8272631088495527	0.7959560256668436	0	1
135	causing	-0.8272631088495527	0.7959560256668436	0	1
136	whether	-0.8272631088495527	0.7959560256668436	0	1
137	see	-0.8272631088495527	0.7959560256668436	0	1
138	malware	-0.8272631088495527	0.7959560256668436	0	1
139	harmful	-0.8272631088495527	0.7959560256668436	0	1
