	word	zstat	pvalue	f1_count	f2_count
0	doctor	1.9013357189345177	0.0286290266765185	3	0
1	level	1.9013357189345177	0.0286290266765185	3	0
2	take	1.9013357189345177	0.0286290266765185	3	0
3	someone	1.8725853407932824	0.030562833582943833	5	1
4	done	1.5507272037737945	0.060483536177518143	2	0
5	password	1.5507272037737945	0.060483536177518143	2	0
6	medicine	1.5507272037737945	0.060483536177518143	2	0
7	societal	1.5507272037737945	0.060483536177518143	2	0
8	lose	1.5507272037737945	0.060483536177518143	2	0
9	life	1.5507272037737945	0.060483536177518143	2	0
10	staff	1.2870213457452793	0.09904342409939482	6	3
11	authorized	1.1894232609441533	0.11713657596677385	3	1
12	may	1.1894232609441533	0.11713657596677385	3	1
13	young	1.0953267264391122	0.13668676131389557	1	0
14	harm	1.0953267264391122	0.13668676131389557	1	0
15	confusion	1.0953267264391122	0.13668676131389557	1	0
16	accompanying	1.0953267264391122	0.13668676131389557	1	0
17	address	1.0953267264391122	0.13668676131389557	1	0
18	away	1.0953267264391122	0.13668676131389557	1	0
19	varying	1.0953267264391122	0.13668676131389557	1	0
20	saving	1.0953267264391122	0.13668676131389557	1	0
21	still	1.0953267264391122	0.13668676131389557	1	0
22	show	1.0953267264391122	0.13668676131389557	1	0
23	extra	1.0953267264391122	0.13668676131389557	1	0
24	non	1.0953267264391122	0.13668676131389557	1	0
25	logging	1.0953267264391122	0.13668676131389557	1	0
26	second	1.0953267264391122	0.13668676131389557	1	0
27	going	1.0953267264391122	0.13668676131389557	1	0
28	conference	1.0953267264391122	0.13668676131389557	1	0
29	long	1.0953267264391122	0.13668676131389557	1	0
30	step	1.0953267264391122	0.13668676131389557	1	0
31	moderate	1.0953267264391122	0.13668676131389557	1	0
32	bringing	1.0953267264391122	0.13668676131389557	1	0
33	able	1.0953267264391122	0.13668676131389557	1	0
34	student	1.0953267264391122	0.13668676131389557	1	0
35	kid	1.0953267264391122	0.13668676131389557	1	0
36	wait	1.0953267264391122	0.13668676131389557	1	0
37	secure	1.0953267264391122	0.13668676131389557	1	0
38	quickly	1.0953267264391122	0.13668676131389557	1	0
39	cost	1.0953267264391122	0.13668676131389557	1	0
40	knowledge	1.0953267264391122	0.13668676131389557	1	0
41	adult	1.0953267264391122	0.13668676131389557	1	0
42	thing	1.0953267264391122	0.13668676131389557	1	0
43	ie	1.0953267264391122	0.13668676131389557	1	0
44	effect	1.0953267264391122	0.13668676131389557	1	0
45	place	1.0953267264391122	0.13668676131389557	1	0
46	unsure	1.0953267264391122	0.13668676131389557	1	0
47	longer	1.0953267264391122	0.13668676131389557	1	0
48	issue	1.0953267264391122	0.13668676131389557	1	0
49	outsider	1.0953267264391122	0.13668676131389557	1	0
50	lasting	1.0953267264391122	0.13668676131389557	1	0
51	username	1.0953267264391122	0.13668676131389557	1	0
52	community	1.0953267264391122	0.13668676131389557	1	0
53	using	1.0953267264391122	0.13668676131389557	1	0
54	delay	1.0953267264391122	0.13668676131389557	1	0
55	benefit	1.0953267264391122	0.13668676131389557	1	0
56	syatem	1.0953267264391122	0.13668676131389557	1	0
57	enter	1.0953267264391122	0.13668676131389557	1	0
58	professional	1.0953267264391122	0.13668676131389557	1	0
59	lower	1.0953267264391122	0.13668676131389557	1	0
60	proof	1.0953267264391122	0.13668676131389557	1	0
61	hack	1.0953267264391122	0.13668676131389557	1	0
62	process	1.0953267264391122	0.13668676131389557	1	0
63	well	1.0953267264391122	0.13668676131389557	1	0
64	quality	1.0953267264391122	0.13668676131389557	1	0
65	easily	1.0953267264391122	0.13668676131389557	1	0
66	usernamepassword	1.0953267264391122	0.13668676131389557	1	0
67	worsen	1.0953267264391122	0.13668676131389557	1	0
68	matter	1.0953267264391122	0.13668676131389557	1	0
69	negative	1.0953267264391122	0.13668676131389557	1	0
70	varied	1.0953267264391122	0.13668676131389557	1	0
71	manually	1.0953267264391122	0.13668676131389557	1	0
72	input	1.0953267264391122	0.13668676131389557	1	0
73	depending	1.0953267264391122	0.13668676131389557	1	0
74	backup	1.0953267264391122	0.13668676131389557	1	0
75	learn	1.0953267264391122	0.13668676131389557	1	0
76	outside	1.0953267264391122	0.13668676131389557	1	0
77	consider	1.0953267264391122	0.13668676131389557	1	0
78	lot	1.0953267264391122	0.13668676131389557	1	0
79	bo	1.0953267264391122	0.13668676131389557	1	0
80	overall	1.0953267264391122	0.13668676131389557	1	0
81	general	1.0953267264391122	0.13668676131389557	1	0
82	name	1.0953267264391122	0.13668676131389557	1	0
83	imagine	1.0953267264391122	0.13668676131389557	1	0
84	medication	1.0953267264391122	0.13668676131389557	1	0
85	delaying	1.0953267264391122	0.13668676131389557	1	0
86	receive	1.0953267264391122	0.13668676131389557	1	0
87	inconvenienced	1.0953267264391122	0.13668676131389557	1	0
88	impact	1.047347635159213	0.14746963680139347	4	2
89	important	0.7381356874042975	0.23021599963641687	2	1
90	use	0.7381356874042975	0.23021599963641687	2	1
91	potentially	0.7381356874042975	0.23021599963641687	2	1
92	people	0.6226076061651424	0.2667712058212063	4	3
93	society	0.510419561289863	0.3048787777122285	15	15
94	individual	0.2880227936668771	0.3866646454115067	5	5
95	family	0.2221099295251434	0.41211415413407004	3	3
96	risk	0.18095121966126276	0.42820293245445584	2	2
97	help	0.18095121966126276	0.42820293245445584	2	2
98	rest	0.18095121966126276	0.42820293245445584	2	2
99	get	0.18095121966126276	0.42820293245445584	2	2
100	treatment	0.12767031195728037	0.4492049427067052	1	1
101	faith	0.12767031195728037	0.4492049427067052	1	1
102	recognized	0.12767031195728037	0.4492049427067052	1	1
