	word	zstat	pvalue	f1_count	f2_count
0	hospital staff	2.636712456829773	0.004185687965818634	11	1
1	username password	2.4528955295620483	0.0070855744278944645	7	0
2	staff member	1.8516256483848386	0.03203979868864317	4	0
